ticker,name,exchange,is_etf,security_type,source
JBS,JBS N.V. Class A Common Shares,N,False,common,nasdaqtrader
JBSS,"John B. Sanfilippo & Son, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
JBTM,JBT Marel Corporation Common Stock,N,False,common,nasdaqtrader
JCAP,"Jefferson Capital, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
JCE,Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
JCI,Johnson Controls International plc Ordinary Share,N,False,common,nasdaqtrader
JCSE,JE Cleantech Holdings Limited - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
JCTC,Jewett-Cameron Trading Company - Common Shares,NASDAQ,False,common,nasdaqtrader
JD,"JD.com, Inc. - American Depositary Shares",NASDAQ,False,common,nasdaqtrader
JDZG,JIADE LIMITED - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
JEF,Jefferies Financial Group Inc. Common Stock,N,False,common,nasdaqtrader
JELD,"JELD-WEN Holding, Inc. Common Stock",N,False,common,nasdaqtrader
JEM,707 Cayman Holdings Limited - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
JENA,Jena Acquisition Corporation II Class A Ordinary Shares,N,False,common,nasdaqtrader
JENA-R,"Jena Acquisition Corporation II Rights, each right to acquire one-twentieth (1/20) of one Class A ordinary share",N,False,right,nasdaqtrader
JENA-U,"Jena Acquisition Corporation II Units, each consisting of one Class A ordinary share and one right",N,False,unit,nasdaqtrader
JF,J and Friends Holdings Limited - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
JFB,JFB Construction Holdings - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
JFIN,Jiayin Group Inc. - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
JFR,Nuveen Floating Rate Income Fund Common Stock,N,False,common,nasdaqtrader
JFU,9F Inc. - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
JG,Aurora Mobile Limited - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
JHI,John Hancock Investors Trust Common Stock,N,False,common,nasdaqtrader
JHS,John Hancock Income Securities Trust Common Stock,N,False,common,nasdaqtrader
JHX,James Hardie Industries plc. Ordinary Shares,N,False,common,nasdaqtrader
JILL,"J. Jill, Inc. Common Stock",N,False,common,nasdaqtrader
JJSF,J & J Snack Foods Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
JKHY,"Jack Henry & Associates, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),N,False,common,nasdaqtrader
JL,J-Long Group Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
JLHL,Julong Holding Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
JLL,Jones Lang LaSalle Incorporated Common Stock,N,False,common,nasdaqtrader
JLS,Nuveen Mortgage and Income Fund,N,False,common,nasdaqtrader
JMIA,"Jumia Technologies AG American Depositary Shares, each representing two Ordinary Shares",N,False,common,nasdaqtrader
JMKE,Jersey Mike's Subs Inc. Class A Common Stock,N,False,common,nasdaqtrader
JMM,Nuveen Multi-Market Income Fund (MA),N,False,common,nasdaqtrader
JMSB,"John Marshall Bancorp, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
JNJ,Johnson & Johnson Common Stock,N,False,common,nasdaqtrader
JOB,GEE Group Inc. Common Stock,A,False,common,nasdaqtrader
JOBY,"Joby Aviation, Inc. Common Stock",N,False,common,nasdaqtrader
JOE,St. Joe Company (The) Common Stock,N,False,common,nasdaqtrader
JOF,Japan Smaller Capitalization Fund Inc Common Stock,N,False,common,nasdaqtrader
JONEU,Jones Ventures INTL Acquisition1 Corp - Units,NASDAQ,False,unit,nasdaqtrader
JOUT,Johnson Outdoors Inc. - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
JOYY,JOYY Inc. - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
JPC,Nuveen Preferred & Income Opportunities Fund,N,False,preferred,nasdaqtrader
JPM,JP Morgan Chase & Co. Common Stock,N,False,common,nasdaqtrader
JPM-PC,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock, Series EE",N,False,preferred,nasdaqtrader
JPM-PD,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock, Series DD",N,False,preferred,nasdaqtrader
JPM-PJ,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock, Series GG",N,False,preferred,nasdaqtrader
JPM-PK,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock, Series JJ",N,False,preferred,nasdaqtrader
JPM-PL,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock, Series LL",N,False,preferred,nasdaqtrader
JPM-PM,"J P Morgan Chase & Co Depositary Shares, each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock, Series MM",N,False,preferred,nasdaqtrader
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,N,False,common,nasdaqtrader
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,N,False,common,nasdaqtrader
JRSH,"Jerash Holdings (US), Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
JRVR,"James River Group Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
JSM,"Navient Corporation - 6% Senior Notes due December 15, 2043",NASDAQ,False,note,nasdaqtrader
JSPR,"Jasper Therapeutics, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
JSPRW,"Jasper Therapeutics, Inc. - Warrant",NASDAQ,False,warrant,nasdaqtrader
JTAI,Jet.AI Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
JUNS,"Jupiter Neurosciences, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
JVA,"Coffee Holding Co., Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
JWEL,Jowell Global Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
JXG,JX Luxventure Group Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
JXN,Jackson Financial Inc. Class A Common Stock,N,False,common,nasdaqtrader
JXN-PA,"Jackson Financial Inc. Depositary Shares, each representing a 1/1,000th interest in a share of Fixed-Rate Reset Noncumulative Perpetual Preferred Stock, Series A",N,False,preferred,nasdaqtrader
JYD,Jayud Global Logistics Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
JYNT,The Joint Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
JZ,Jianzhi Education Technology Group Company Limited - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
JZXN,"Jiuzi Holdings, Inc. - Ordinary Shares",NASDAQ,False,common,nasdaqtrader
KAI,Kadant Inc Common Stock,N,False,common,nasdaqtrader
KALA,"KALA BIO, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
KAPA,"Kairos Pharma, Ltd. Common Stock",A,False,common,nasdaqtrader
KARD,"Kardigan, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KARO,Karooooo Ltd. - Ordinary shares,NASDAQ,False,common,nasdaqtrader
KAZR,Skyline Builders Group Holding Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KB,KB Financial Group Inc,N,False,common,nasdaqtrader
KBDC,"Kayne Anderson BDC, Inc. Common Stock",N,False,common,nasdaqtrader
KBH,KB Home Common Stock,N,False,common,nasdaqtrader
KBON,Karbon Capital Partners Corp. - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KBONU,Karbon Capital Partners Corp. - Units,NASDAQ,False,unit,nasdaqtrader
KBONW,Karbon Capital Partners Corp. - Warrant,NASDAQ,False,warrant,nasdaqtrader
KBR,"KBR, Inc. Common Stock",N,False,common,nasdaqtrader
KBSX,FST Corp. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KC,Kingsoft Cloud Holdings Limited - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
KCA-U,"Kensington Capital Acquisition Corp. VI New Units, each consisting of one Class A Ordinary Share and three-quarters of one Class 2 Redeemable Warrant",N,False,warrant,nasdaqtrader
KCAC-U,"Kensington Capital Acquisition Corp. VI Units, each consisting of one Class A ordinary share, one-quarter of one Class 1 redeemable warrant and three-quarters of one Class 2 redeemable warrant",N,False,warrant,nasdaqtrader
KCAC-W,"Kensington Capital Acquisition Corp. VI Class 1 redeemable warrants, each exercisable for one Class A ordinary share at an exercise price of $11.50",N,False,warrant,nasdaqtrader
KCHV,Kochav Defense Acquisition Corp. - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KCHVR,Kochav Defense Acquisition Corp. - Right,NASDAQ,False,right,nasdaqtrader
KCHVU,Kochav Defense Acquisition Corp. - Units,NASDAQ,False,unit,nasdaqtrader
KD,"Kyndryl Holdings, Inc. Common Stock",N,False,common,nasdaqtrader
KDK,"Kodiak AI, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KDKRW,"Kodiak AI, Inc. - Warrant",NASDAQ,False,warrant,nasdaqtrader
KDP,Keurig Dr Pepper Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
KE,"Kimball Electronics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KEEL,Keel Infrastructure Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
KELYA,"Kelly Services, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
KELYB,"Kelly Services, Inc. - Class B Common Stock",NASDAQ,False,common,nasdaqtrader
KEN,Kenon Holdings Ltd. Ordinary Shares,N,False,common,nasdaqtrader
KEP,Korea Electric Power Corporation Common Stock,N,False,common,nasdaqtrader
KEQU,Kewaunee Scientific Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
KEX,Kirby Corporation Common Stock,N,False,common,nasdaqtrader
KEY,KeyCorp Common Stock,N,False,common,nasdaqtrader
KEY-PI,"KeyCorp Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed-to-Floating Rate Perpetual Non-Cumulative Preferred Stock, Series E",N,False,preferred,nasdaqtrader
KEY-PJ,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series F",N,False,preferred,nasdaqtrader
KEY-PK,"KeyCorp Depositary Shares, each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series G",N,False,preferred,nasdaqtrader
KEY-PL,"KeyCorp Depositary Shares each representing a 1/40th ownership interest in a share of Fixed Rate Perpetual Non-Cumulative Preferred Stock, Series H",N,False,preferred,nasdaqtrader
KEYS,Keysight Technologies Inc. Common Stock,N,False,common,nasdaqtrader
KEYY,Keystone Acquisition Corp. - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KEYYU,Keystone Acquisition Corp. - Unit,NASDAQ,False,unit,nasdaqtrader
KEYYW,Keystone Acquisition Corp. - Warrants,NASDAQ,False,warrant,nasdaqtrader
KF,"Korea Fund, Inc. (The) New Common Stock",N,False,common,nasdaqtrader
KFFB,Kentucky First Federal Bancorp - Common Stock,NASDAQ,False,common,nasdaqtrader
KFII,K&F Growth Acquisition Corp. II - Class A Ordinary shares,NASDAQ,False,common,nasdaqtrader
KFIIR,K&F Growth Acquisition Corp. II - Rights,NASDAQ,False,right,nasdaqtrader
KFIIU,K&F Growth Acquisition Corp. II - Unit,NASDAQ,False,unit,nasdaqtrader
KFRC,"Kforce, Inc. Common Stock",N,False,common,nasdaqtrader
KFY,Korn Ferry Common Stock,N,False,common,nasdaqtrader
KG,"Kestrel Group, Ltd. - Common Stock",NASDAQ,False,common,nasdaqtrader
KGC,Kinross Gold Corporation Common Stock,N,False,common,nasdaqtrader
KGEI,Kolibri Global Energy Inc. - Common stock,NASDAQ,False,common,nasdaqtrader
KGS,"Kodiak Gas Services, Inc. Common Stock",N,False,common,nasdaqtrader
KHC,The Kraft Heinz Company - Common Stock,NASDAQ,False,common,nasdaqtrader
KIDS,OrthoPediatrics Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
KIDZ,KIDZ AI Inc. - Class B Common Stock,NASDAQ,False,common,nasdaqtrader
KIDZW,KIDZ AI Inc. - Warrants,NASDAQ,False,warrant,nasdaqtrader
KIM,Kimco Realty Corporation (HC) Common Stock,N,False,common,nasdaqtrader
KIM-PL,"Kimco Realty Corporation Class L Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.125% Class L Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",N,False,preferred,nasdaqtrader
KIM-PM,"Kimco Realty Corporation Class M Depositary Shares, each of which represents a one-one thousandth fractional interest in a share of 5.25% Class M Cumulative Redeemable Preferred Stock, liquidation preference $25,000.00 per share",N,False,preferred,nasdaqtrader
KIM-PN,"Kimco Realty Corporation Depositary Shares, each representing 1/1,000th interest in a share of 7.25% Class N Cumulative Convertible Perpetual Preferred Stock",N,False,preferred,nasdaqtrader
KINS,"Kingstone Companies, Inc - Common Stock",NASDAQ,False,common,nasdaqtrader
KIO,KKR Income Opportunities Fund Common Shares,N,False,common,nasdaqtrader
KITT,"Nauticus Robotics, Inc. - Common stock",NASDAQ,False,common,nasdaqtrader
KITTW,"Nauticus Robotics, Inc. - Warrant",NASDAQ,False,warrant,nasdaqtrader
KKR,KKR & Co. Inc. Common Stock,N,False,common,nasdaqtrader
KKR-PD,KKR & Co. Inc. 6.25% Series D Mandatory Convertible Preferred Stock,N,False,preferred,nasdaqtrader
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,N,False,note,nasdaqtrader
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,N,False,note,nasdaqtrader
KLAC,KLA Corporation  - Common Stock,NASDAQ,False,common,nasdaqtrader
KLAR,Klarna Group plc Ordinary Shares,N,False,common,nasdaqtrader
KLC,"KinderCare Learning Companies, Inc. Common Stock",N,False,common,nasdaqtrader
KLIC,"Kulicke and Soffa Industries, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KLRA,"Kailera Therapeutics, Inc. - Common stock",NASDAQ,False,common,nasdaqtrader
KLRS,"Kalaris Therapeutics, Inc.  - Common Stock",NASDAQ,False,common,nasdaqtrader
KLTR,"Kaltura, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KLXE,"KLX Energy Services Holdings, Inc.  - Common Stock",NASDAQ,False,common,nasdaqtrader
KMB,Kimberly-Clark Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
KMDA,Kamada Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KMI,"Kinder Morgan, Inc. Common Stock",N,False,common,nasdaqtrader
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,N,False,note,nasdaqtrader
KMPR,Kemper Corporation,N,False,common,nasdaqtrader
KMRK,K-Tech Solutions Company Limited - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KMT,Kennametal Inc. Common Stock,N,False,common,nasdaqtrader
KMTS,"Kestra Medical Technologies, Ltd. - Common Stock",NASDAQ,False,common,nasdaqtrader
KMX,CarMax Inc,N,False,common,nasdaqtrader
KN,Knowles Corporation Common Stock,N,False,common,nasdaqtrader
KNDI,"Kandi Technologies Group, Inc. - Ordinary Shares",NASDAQ,False,common,nasdaqtrader
KNF,Knife Riv Holding Co. Common Stock,N,False,common,nasdaqtrader
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,N,False,common,nasdaqtrader
KNRX,KNOREX LTD. Class A Ordinary Shares,A,False,common,nasdaqtrader
KNSA,"Kiniksa Pharmaceuticals International, plc - Class A Ordinary Shares",NASDAQ,False,common,nasdaqtrader
KNSL,"Kinsale Capital Group, Inc. Common Stock",N,False,common,nasdaqtrader
KNTK,Kinetik Holdings Inc. Class A Common Stock,N,False,common,nasdaqtrader
KNX,Knight-Swift Transportation Holdings Inc.,N,False,common,nasdaqtrader
KO,Coca-Cola Company (The) Common Stock,N,False,common,nasdaqtrader
KOD,Kodiak Sciences Inc - Common Stock,NASDAQ,False,common,nasdaqtrader
KODK,Eastman Kodak Company Common New,N,False,common,nasdaqtrader
KOF,"Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares, each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares)",N,False,common,nasdaqtrader
KOP,Koppers Holdings Inc. Common Stock,N,False,common,nasdaqtrader
KOPN,Kopin Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
KOS,Kosmos Energy Ltd. Common Shares (DE),N,False,common,nasdaqtrader
KOSS,Koss Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
KOYN,CSLM Digital Asset Acquisition Corp III - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KOYNU,CSLM Digital Asset Acquisition Corp III - Units,NASDAQ,False,unit,nasdaqtrader
KOYNW,CSLM Digital Asset Acquisition Corp III - Warrants,NASDAQ,False,warrant,nasdaqtrader
KPET,KPET Ultra Paceline Corporation Class A Ordinary Shares,N,False,common,nasdaqtrader
KPET-U,"KPET Ultra Paceline Corporation Units, each consisting of one Class A Ordinary Share and one-sixth of one Warrant",N,False,warrant,nasdaqtrader
KPET-W,"KPET Ultra Paceline Corporation Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",N,False,warrant,nasdaqtrader
KPLT,"Katapult Holdings, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KPRX,"Kiora Pharmaceuticals, Inc.  - Common Stock",NASDAQ,False,common,nasdaqtrader
KPTI,Karyopharm Therapeutics Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
KR,Kroger Company (The) Common Stock,N,False,common,nasdaqtrader
KRAQ,KRAKacquisition Corp - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KRAQU,KRAKacquisition Corp - Unit,NASDAQ,False,unit,nasdaqtrader
KRAQW,KRAKacquisition Corp - Warrants,NASDAQ,False,warrant,nasdaqtrader
KRC,Kilroy Realty Corporation Common Stock,N,False,common,nasdaqtrader
KREF,KKR Real Estate Finance Trust Inc. Common Stock,N,False,common,nasdaqtrader
KREF-PA,KKR Real Estate Finance Trust Inc. 6.50% Series A Cumulative Redeemable Preferred Stock,N,False,preferred,nasdaqtrader
KRG,Kite Realty Group Trust Common Stock,N,False,common,nasdaqtrader
KRKR,36Kr Holdings Inc. - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
KRMD,"KORU Medical Systems, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KRMN,Karman Holdings Inc. Common Stock,N,False,common,nasdaqtrader
KRNT,Kornit Digital Ltd. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KRNY,Kearny Financial - Common Stock,NASDAQ,False,common,nasdaqtrader
KRO,Kronos Worldwide Inc Common Stock,N,False,common,nasdaqtrader
KROS,"Keros Therapeutics, Inc. - common stock",NASDAQ,False,common,nasdaqtrader
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,N,False,common,nasdaqtrader
KRRO,"Korro Bio, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KRSP,Rice Acquisition Corporation 3 Class A Ordinary Shares,N,False,common,nasdaqtrader
KRSP-U,"Rice Acquisition Corporation 3 Units, each consisting of one Class A ordinary share, and one-sixth of one redeemable warrant",N,False,warrant,nasdaqtrader
KRSP-W,"Rice Acquisition Corporation 3 Redeemable warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50",N,False,warrant,nasdaqtrader
KRT,Karat Packaging Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
KRUS,"Kura Sushi USA, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KSCP,"Knightscope, Inc. - Class A Common Stock",NASDAQ,False,common,nasdaqtrader
KSPI,Joint Stock Company Kaspi.kz - American Depository Shares,NASDAQ,False,common,nasdaqtrader
KSS,Kohl's Corporation Common Stock,N,False,common,nasdaqtrader
KT,KT Corporation Common Stock,N,False,common,nasdaqtrader
KTB,"Kontoor Brands, Inc. Common Stock",N,False,common,nasdaqtrader
KTCC,Key Tronic Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
KTF,DWS Municipal Income Trust,N,False,common,nasdaqtrader
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,N,False,preferred,nasdaqtrader
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),N,False,common,nasdaqtrader
KTOS,"Kratos Defense & Security Solutions, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KTTA,Pasithea Therapeutics Corp. - Common Stock,NASDAQ,False,common,nasdaqtrader
KTTAW,Pasithea Therapeutics Corp. - Warrant,NASDAQ,False,warrant,nasdaqtrader
KTWO,K2 Capital Acquisition Corporation - Class A Ordinary Share,NASDAQ,False,common,nasdaqtrader
KTWOR,K2 Capital Acquisition Corporation - Rights,NASDAQ,False,right,nasdaqtrader
KTWOU,K2 Capital Acquisition Corporation - Units,NASDAQ,False,unit,nasdaqtrader
KULR,"KULR Technology Group, Inc. Common Stock",A,False,common,nasdaqtrader
KURA,"Kura Oncology, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KUST,"Kustom Entertainment, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KVHI,"KVH Industries, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KVUE,Kenvue Inc. Common Stock,N,False,common,nasdaqtrader
KVYO,"Klaviyo, Inc. Series A Common Stock",N,False,common,nasdaqtrader
KWM,"K Wave Media, Ltd. - Ordinary Shares",NASDAQ,False,common,nasdaqtrader
KWMWW,"K Wave Media, Ltd. - Warrant",NASDAQ,False,warrant,nasdaqtrader
KWR,Quaker Houghton Common Stock,N,False,common,nasdaqtrader
KWY,Kingsway Corporation Common Stock,N,False,common,nasdaqtrader
KXIN,Kaixin Holdings - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
KYIV,Kyivstar Group Ltd. - Common Shares,NASDAQ,False,common,nasdaqtrader
KYIVW,Kyivstar Group Ltd. - Warrant,NASDAQ,False,warrant,nasdaqtrader
KYMR,"Kymera Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KYN,"Kayne Anderson Energy Infrastructure Fund, Inc.",N,False,common,nasdaqtrader
KYNB,"Kyntra Bio, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KYTX,"Kyverna Therapeutics, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
KZIA,Kazia Therapeutics Limited - American Depositary Shares,NASDAQ,False,common,nasdaqtrader
L,Loews Corporation Common Stock,N,False,common,nasdaqtrader
LAB,Standard BioTools Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
LABT,Lakewood-Amedex Biotherapeutics Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
LAC,Lithium Americas Corp. Common Shares,N,False,common,nasdaqtrader
LAD,"Lithia Motors, Inc. Common Stock",N,False,common,nasdaqtrader
LADR,Ladder Capital Corp Class A Common Stock,N,False,common,nasdaqtrader
LAES,SEALSQ Corp - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
LAFA,LaFayette Acquisition Corp. - Ordinary Share,NASDAQ,False,common,nasdaqtrader
LAFAR,LaFayette Acquisition Corp. - Rights,NASDAQ,False,right,nasdaqtrader
LAFAU,LaFayette Acquisition Corp. - Unit,NASDAQ,False,unit,nasdaqtrader
LAKE,"Lakeland Industries, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
LAMR,Lamar Advertising Company - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
LAND,Gladstone Land Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
LANDO,Gladstone Land Corporation - 6.00% Series B Cumulative Redeemable Preferred Stock,NASDAQ,False,preferred,nasdaqtrader
LANDP,Gladstone Land Corporation - 6.00% Series C Cumulative Redeemable Preferred Stock,NASDAQ,False,preferred,nasdaqtrader
LANV,Lanvin Group Holdings Limited Ordinary Shares,N,False,common,nasdaqtrader
LAR,Lithium Argentina AG Common Shares,N,False,common,nasdaqtrader
LARK,Landmark Bancorp Inc. - Common Stock,NASDAQ,False,common,nasdaqtrader
LASE,Laser Photonics Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
LASR,"nLIGHT, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
LATA,Galata Acquisition Corp. II - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
LATAU,Galata Acquisition Corp. II - Units,NASDAQ,False,unit,nasdaqtrader
LATAW,Galata Acquisition Corp. II - Warrant,NASDAQ,False,warrant,nasdaqtrader
LAUR,"Laureate Education, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
LAW,"CS Disco, Inc. Common Stock",N,False,common,nasdaqtrader
LAWR,"Robot Consulting Co., Ltd. - ADS",NASDAQ,False,common,nasdaqtrader
LAZ,"Lazard, Inc. Common Stock",N,False,common,nasdaqtrader
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,N,False,common,nasdaqtrader
LBGJ,Li Bang International Corporation Inc. - Class A Ordinary Shares,NASDAQ,False,common,nasdaqtrader
LBRDA,Liberty Broadband Corporation - Class A Common Stock,NASDAQ,False,common,nasdaqtrader
LBRDK,Liberty Broadband Corporation - Class C Common Stock,NASDAQ,False,common,nasdaqtrader
LBRDP,Liberty Broadband Corporation - Series A Cumulative Redeemable Preferred Stock,NASDAQ,False,preferred,nasdaqtrader
LBRT,Liberty Energy Inc. Class A common stock,N,False,common,nasdaqtrader
LBRX,LB Pharmaceuticals Inc - Common Stock,NASDAQ,False,common,nasdaqtrader
LBTYA,Liberty Global Ltd. - Class A Common Shares,NASDAQ,False,common,nasdaqtrader
LBTYB,Liberty Global Ltd. - Class B Common Shares,NASDAQ,False,common,nasdaqtrader
LBTYK,Liberty Global Ltd. - Class C Common Shares,NASDAQ,False,common,nasdaqtrader
LCCC,Lakeshore Acquisition III Corp. - Ordinary Shares,NASDAQ,False,common,nasdaqtrader
LCCCR,Lakeshore Acquisition III Corp. - Rights,NASDAQ,False,right,nasdaqtrader
LCCCU,Lakeshore Acquisition III Corp. - Unit,NASDAQ,False,unit,nasdaqtrader
LCFY,Locafy Limited - Ordinary Share,NASDAQ,False,common,nasdaqtrader
LCFYW,Locafy Limited - Warrant,NASDAQ,False,warrant,nasdaqtrader
LCID,"Lucid Group, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
LCII,LCI Industries,N,False,common,nasdaqtrader
LCLN,"Lincoln International, Inc. Class A Common Stock",N,False,common,nasdaqtrader
LCNB,LCNB Corporation - Common Stock,NASDAQ,False,common,nasdaqtrader
LCTX,"Lineage Cell Therapeutics, Inc. Common Stock",A,False,common,nasdaqtrader
LCUT,"Lifetime Brands, Inc. - Common Stock",NASDAQ,False,common,nasdaqtrader
LDI,"loanDepot, Inc. Class A Common Stock",N,False,common,nasdaqtrader
LDOS,"Leidos Holdings, Inc. Common Stock",N,False,common,nasdaqtrader
LDP,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",N,False,preferred,nasdaqtrader
